414.74,53.01018,414.74,42.39346,435.1775,42.39346,435.1775,53.01018
414.74,54.80272,414.74,44.186,436.7427,44.186,436.7427,54.80272
414.74,56.59526,414.74,45.97853,436.7427,45.97853,436.7427,56.59526
414.74,59.72404,414.74,49.10731,436.7427,49.10731,436.7427,59.72404
414.74,61.51657,414.74,50.89985,436.7427,50.89985,436.7427,61.51657
416.3052,63.08096,416.3052,52.46424,438.3079,52.46424,438.3079,63.08096
416.3052,64.64535,416.3052,54.02863,438.3079,54.02863,438.3079,64.64535
416.3052,66.20973,416.3052,55.59301,438.3079,55.59301,438.3079,66.20973
416.3052,69.33851,416.3052,58.72179,438.3079,58.72179,438.3079,69.33851
416.3052,70.90289,416.3052,60.28618,438.3079,60.28618,438.3079,70.90289
416.3052,72.46728,416.3052,61.85057,438.3079,61.85057,438.3079,72.46728
417.8705,74.03166,417.8705,63.41496,439.8731,63.41496,439.8731,74.03166
417.8705,75.59605,417.8705,64.97934,439.8731,64.97934,439.8731,75.59605
417.8705,77.16043,417.8705,66.54372,439.8731,66.54372,439.8731,77.16043
419.4357,78.72482,419.4357,68.10811,441.4384,68.10811,441.4384,78.72482
419.4357,78.72482,419.4357,68.10811,441.4384,68.10811,441.4384,78.72482
419.4357,78.72482,419.4357,68.10811,441.4384,68.10811,441.4384,78.72482
419.4357,78.72482,419.4357,68.10811,441.4384,68.10811,441.4384,78.72482
419.4357,78.72482,419.4357,68.10811,441.4384,68.10811,441.4384,78.72482
419.4357,78.72482,419.4357,68.10811,441.4384,68.10811,441.4384,78.72482
419.4357,78.72482,419.4357,68.10811,441.4384,68.10811,441.4384,78.72482
419.4357,78.72482,419.4357,68.10811,441.4384,68.10811,441.4384,78.72482
419.4357,77.16043,419.4357,66.54372,441.4384,66.54372,441.4384,77.16043
419.4357,77.16043,419.4357,66.54372,441.4384,66.54372,441.4384,77.16043
421.0009,77.16043,421.0009,66.54372,443.0036,66.54372,443.0036,77.16043
422.5661,75.59605,422.5661,64.97934,444.5688,64.97934,444.5688,75.59605
422.5661,74.03166,422.5661,63.41495,444.5688,63.41495,444.5688,74.03166
422.5661,72.46728,422.5661,61.85056,444.5688,61.85056,444.5688,72.46728
422.5661,70.90289,422.5661,60.28617,444.5688,60.28617,444.5688,70.90289
422.5661,69.33851,422.5661,58.72179,444.5688,58.72179,444.5688,69.33851
425.6965,67.77412,425.6965,57.1574,444.5688,57.1574,444.5688,67.77412
425.6965,66.20974,425.6965,55.59301,444.5688,55.59301,444.5688,66.20974
428.8269,64.64536,428.8269,54.02862,444.5688,54.02862,444.5688,64.64536
428.8269,63.08097,428.8269,52.46423,444.5688,52.46423,444.5688,63.08097
428.8269,61.51658,428.8269,50.89985,444.5688,50.89985,444.5688,61.51658
428.8269,59.95219,428.8269,49.33546,444.5688,49.33546,444.5688,59.95219
428.8269,58.3878,428.8269,47.77107,444.5688,47.77107,444.5688,58.3878
431.9573,56.82341,431.9573,46.20668,446.134,46.20668,446.134,56.82341
431.9573,56.82341,431.9573,46.20668,446.134,46.20668,446.134,56.82341
431.9573,55.25903,431.9573,44.64229,446.134,44.64229,446.134,55.25903
431.9573,53.69464,431.9573,43.0779,447.6992,43.0779,447.6992,53.69464
431.9573,52.13025,431.9573,41.51352,447.6992,41.51352,447.6992,52.13025
431.9573,52.13025,431.9573,41.51352,447.6992,41.51352,447.6992,52.13025
433.5225,52.13025,433.5225,41.51352,449.2644,41.51352,449.2644,52.13025
